Spot Size;B Spot Size;G Spot Size;R Spot Size

0;0;0;30.6326

0;0;0;30.0905

0;0;0;28.7095

0;0;0;27.4873

0;0;0;28.5612

0;0;0;33.9015

0;0;0;44.2447

